table,_start,_stop,_time,_measurement,file_type,job_id,job_name,job_status,production_label,project_name,quality,render_node,resolution,task,aa_samples,aov_count,file_size,frame_number,light_count,polygon_count,render_time,total_render_time
4148,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.905941Z,render_jobs,jpg,450c0919-d907-464d-8fb7-d402c1d23e11,nike_0456_compositing.1004,idle,lighting_easy,nike_0456,high,node_9,2560x1440,compositing,8,9,8.372482013405598,1004,6,164552,80.70594990261661,4035.2974951308306
4149,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.808572Z,render_jobs,jpg,45138dd0-57a2-4d2f-a2ae-dceebd317c48,lidl_0123_compositing.1040,finished,lighting_complex,lidl_0123,low,node_9,1280x720,compositing,2,3,1.455890806331991,1040,16,940353,205.25375179064366,10262.687589532183
4150,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.835325Z,render_jobs,jpg,4516bb56-084e-488f-9327-92a782892bb3,nike_0456_animation_playblast.1010,finished,fx_complex,nike_0456,medium,node_12,1920x1080,animation_playblast,4,5,7.485996714254354,1010,11,633606,193.93680550649472,9696.840275324736
4151,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.802666Z,render_jobs,jpg,4517bcb6-6c25-49d9-b300-5d7dce53bfaf,lidl_0123_compositing.1041,finished,lighting_easy,lidl_0123,final,node_11,3840x2160,compositing,16,10,8.776892841,1041,13,686216,204.92353196613746,10246.176598306873
4152,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.726317Z,render_jobs,jpg,4529e821-fbb2-4c2c-b15e-99fdd9237687,nike_0456_animation_playblast.1013,idle,fx_easy,nike_0456,low,node_4,1280x720,animation_playblast,2,7,7.419641331462861,1013,3,20982,40.23735833377517,2011.8679166887584
4153,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.777564Z,render_jobs,jpg,453b26ea-475a-4a47-a47a-981eac436441,apple_0789_animation_playblast.1021,finished,lighting_mid,apple_0789,high,node_11,2560x1440,animation_playblast,8,10,9.366415481,1021,15,701374,201.02623597443105,10051.311798721552
4154,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.909316Z,render_jobs,jpg,454165f9-7899-4741-8fec-de010cdc46f6,nike_0456_compositing.1037,finished,fx_easy,nike_0456,low,node_5,1280x720,compositing,2,1,8.861658696895248,1037,12,187811,56.41473189239373,2820.7365946196865
4155,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.768382Z,render_jobs,jpg,455a0d77-77ed-4bae-ad53-7062cc5d0c9e,nike_0456_compositing.1015,idle,lighting_mid,nike_0456,high,node_4,2560x1440,compositing,8,8,1.8951737597817542,1015,7,41849,65.60892067524863,3280.4460337624314
4156,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.801619Z,render_jobs,jpg,45890763-5c42-4fed-b42d-0ca4a510835a,lidl_0123_compositing.1047,idle,fx_complex,lidl_0123,high,node_12,2560x1440,compositing,8,1,7.308543556120967,1047,12,579896,187.6723630697667,9383.618153488334
4157,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.62604Z,render_jobs,jpg,458afd82-f3e6-45c9-92d3-e8997c4033ef,apple_0789_lighting.1025,finished,lighting_complex,apple_0789,final,node_10,3840x2160,lighting,16,1,9.598851980611299,1025,5,53781,67.46884050853303,3373.4420254266515
4158,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.669017Z,render_jobs,jpg,458c14fa-54a5-49e9-933f-9ca05f021275,nike_0456_lighting.1009,finished,lighting_easy,nike_0456,low,node_13,1280x720,lighting,2,7,4.9716990641174945,1009,10,374347,85.23612279299655,4261.806139649828
4159,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.886744Z,render_jobs,jpg,45a7b259-8f48-4cca-a97c-ed4531ce46ed,nike_0456_lighting.1028,finished,lighting_mid,nike_0456,high,node_2,2560x1440,lighting,8,5,4.038890372,1028,4,374040,86.19817296834006,4309.908648417003
4160,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.638112Z,render_jobs,jpg,45ae2196-bf04-4303-afd2-bc01c008f3b5,lidl_0123_compositing.1016,idle,lighting_complex,lidl_0123,medium,node_2,1920x1080,compositing,4,7,3.815245704531636,1016,5,950381,158.824834,7941.2417
4161,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.735721Z,render_jobs,jpg,45c7cbe4-4b14-4e57-9b72-7266d0073b95,nike_0456_compositing.1036,finished,fx_complex,nike_0456,low,node_3,1280x720,compositing,2,10,2.4781238311495537,1036,13,19770,65.43529946722208,3271.7649733611042
4162,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.739552Z,render_jobs,jpg,45e53130-185c-4ed9-8002-5ffd039040a2,lidl_0123_lighting.1020,finished,lighting_mid,lidl_0123,medium,node_14,1920x1080,lighting,4,10,2.121197946231361,1020,7,184005,70.84553002329015,3542.2765011645074
4163,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.741001Z,render_jobs,jpg,45edef94-febf-47b6-bd09-1dcf36df7eb2,lidl_0123_animation_playblast.1046,finished,lighting_mid,lidl_0123,final,node_6,3840x2160,animation_playblast,16,7,1.8136289479175294,1046,1,108154,52.822843229755954,2641.1421614877977
4164,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.908098Z,render_jobs,jpg,45feaaf9-97ed-4f3d-8f8c-e5f046f902bd,lidl_0123_animation_playblast.1026,idle,lighting_mid,lidl_0123,medium,node_5,1920x1080,animation_playblast,4,3,5.453326293348401,1026,13,343559,78.23460560646562,3911.730280323281
4165,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.710731Z,render_jobs,jpg,460cb9a5-503f-4f90-b84f-bbba862f83b5,apple_0789_lighting.1039,finished,lighting_easy,apple_0789,medium,node_5,1920x1080,lighting,4,6,4.929606998168756,1039,8,659741,103.13245008556925,5156.622504278463
4166,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.904881Z,render_jobs,jpg,460f4405-db1c-4273-9209-4f8ee4589569,apple_0789_lighting.1018,idle,lighting_easy,apple_0789,medium,node_6,1920x1080,lighting,4,1,9.059504977701785,1018,19,320114,98.01385244,4900.692622
4167,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.827147Z,render_jobs,jpg,4623386f-ef33-48b7-9ed9-3ddd372949bc,apple_0789_compositing.1006,error,lighting_easy,apple_0789,final,node_9,3840x2160,compositing,16,9,1.8855877809378463,1006,3,968709,200.64848649772543,10032.424324886271
4168,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.850374Z,render_jobs,jpg,46236e79-1c3f-4b31-a8a7-048e00953b3b,nike_0456_lighting.1009,finished,lighting_easy,nike_0456,medium,node_3,1920x1080,lighting,4,10,4.217326609879019,1009,15,980388,199.06565837559447,9953.282918779723
4169,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.875897Z,render_jobs,jpg,46280bd2-f623-4e51-8734-c555d55ef5e0,lidl_0123_animation_playblast.1022,idle,lighting_mid,lidl_0123,final,node_7,3840x2160,animation_playblast,16,2,1.2887097380255808,1022,6,753493,139.0607082311673,6953.035411558365
4170,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.691228Z,render_jobs,jpg,462ab7a1-1cc8-421c-97a8-fb0004cf29b8,lidl_0123_lighting.1041,idle,lighting_complex,lidl_0123,low,node_0,1280x720,lighting,2,9,3.6387246542731937,1041,8,186742,86.99626939,4349.813469541005
4171,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.676352Z,render_jobs,jpg,462f52cd-6af4-4a63-93c3-0acdbb90f0e0,nike_0456_lighting.1015,error,lighting_easy,nike_0456,final,node_5,3840x2160,lighting,16,1,9.100530888843185,1015,16,197250,79.61925756624906,3980.962878312453
4172,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.812135Z,render_jobs,jpg,46426774-9e65-4e90-bd6d-1308c45234d9,nike_0456_animation_playblast.1021,finished,lighting_complex,nike_0456,high,node_2,2560x1440,animation_playblast,8,3,7.899260250651899,1021,9,775565,146.87675205520628,7343.837602760314
4173,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.902937Z,render_jobs,jpg,465f617f-2f40-47f2-b275-8fc2f01c1859,nike_0456_lighting.1019,finished,lighting_easy,nike_0456,high,node_9,2560x1440,lighting,8,2,4.601917035175514,1019,15,855984,197.34123539857342,9867.06177
4174,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.756629Z,render_jobs,jpg,46619678-8185-4320-a9ea-194927546c70,apple_0789_animation_playblast.1036,idle,lighting_easy,apple_0789,medium,node_3,1920x1080,animation_playblast,4,10,6.572087798374211,1036,13,415794,119.9056658868783,5995.283294343915
4175,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.685022Z,render_jobs,jpg,46752dd3-cbf3-4c9a-b18c-a1b4857f8a20,lidl_0123_compositing.1002,finished,lighting_complex,lidl_0123,low,node_11,1280x720,compositing,2,8,6.058540133074652,1002,20,701534,204.1890041570573,10209.450207852864
4176,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.722987Z,render_jobs,jpg,4678c7aa-4b23-47ab-9160-990466bf882b,apple_0789_compositing.1022,idle,fx_complex,apple_0789,low,node_8,1280x720,compositing,2,2,7.924921210792203,1022,6,610625,108.23766198923168,5411.883099461584
4177,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.861823Z,render_jobs,jpg,468c7fd3-a2c7-40ec-b6c8-512ec113d0b9,lidl_0123_lighting.1036,idle,lighting_complex,lidl_0123,medium,node_5,1920x1080,lighting,4,4,6.209882240157642,1036,19,196452,76.50447332,3825.2236662117652
4178,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.874511Z,render_jobs,jpg,468d2a8d-cd7c-41d9-8aa9-f434d0dd0877,lidl_0123_animation_playblast.1036,idle,lighting_complex,lidl_0123,final,node_6,3840x2160,animation_playblast,16,4,8.608156823159595,1036,13,973138,176.76307142048654,8838.153571024326
4179,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.837524Z,render_jobs,jpg,469d95a0-d448-4f91-9698-f56b805d543e,apple_0789_compositing.1021,idle,lighting_mid,apple_0789,final,node_10,3840x2160,compositing,16,9,9.157819137099306,1021,17,589051,203.6336879692098,10181.68439846049
4180,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.76447Z,render_jobs,jpg,46a94a89-8572-49e7-815a-048c69b346c5,lidl_0123_animation_playblast.1004,error,lighting_mid,lidl_0123,high,node_7,2560x1440,animation_playblast,8,7,6.009985012053493,1004,12,171950,79.80216248700356,3990.1081243501776
4181,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.857738Z,render_jobs,jpg,46c14703-d169-4095-a5d4-543d94ae9583,apple_0789_lighting.1012,finished,lighting_mid,apple_0789,high,node_10,2560x1440,lighting,8,8,5.027175788,1012,3,907152,195.37101136607671,9768.550568303835
4182,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.697408Z,render_jobs,jpg,46c7f790-1173-4a89-943b-4e8191e92a21,apple_0789_lighting.1004,finished,lighting_complex,apple_0789,medium,node_3,1920x1080,lighting,4,1,9.509987950666094,1004,15,197182,84.73607455388621,4236.8037276943105
4183,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.680378Z,render_jobs,jpg,46e19fd8-069f-4a4a-ad77-1a43deb1c876,lidl_0123_lighting.1017,finished,lighting_mid,lidl_0123,final,node_1,3840x2160,lighting,16,9,7.924743214962231,1017,17,80873,85.17400131491493,4258.7000657457465
4184,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.816357Z,render_jobs,jpg,46e3e91c-9b1a-41db-8929-c2e0613afa65,apple_0789_compositing.1013,error,fx_complex,apple_0789,high,node_8,2560x1440,compositing,8,6,6.258109485608113,1013,10,737489,146.38754501425808,7319.377250712904
4185,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.679563Z,render_jobs,jpg,46e7ad95-9ac8-4737-ad99-1382e025e0d5,nike_0456_compositing.1047,idle,lighting_easy,nike_0456,final,node_8,3840x2160,compositing,16,9,1.0222084808793703,1047,2,448950,104.29976916108076,5214.988458054038
4186,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.663096Z,render_jobs,jpg,4724281b-436c-4e43-88d7-2008a9b1fee6,lidl_0123_animation_playblast.1013,idle,lighting_mid,lidl_0123,low,node_7,1280x720,animation_playblast,2,8,9.250656357825902,1013,5,495727,95.92980640425391,4796.490320212695
4187,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.78815Z,render_jobs,jpg,472da92d-e937-4fa7-9ef3-998739fe0557,nike_0456_lighting.1011,error,fx_easy,nike_0456,high,node_1,2560x1440,lighting,8,10,9.106066408793735,1011,10,322961,88.71941457260196,4435.970728630098
4188,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.80744Z,render_jobs,jpg,473cf593-50e3-4ba0-bb4a-3e334ff6cf76,apple_0789_animation_playblast.1034,finished,lighting_complex,apple_0789,final,node_11,3840x2160,animation_playblast,16,6,1.2021962990221526,1034,17,985796,258.1979773756723,12909.898868783614
4189,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.724446Z,render_jobs,jpg,473e6198-c6cb-4763-aa32-d99032a92363,apple_0789_lighting.1035,finished,lighting_complex,apple_0789,medium,node_3,1920x1080,lighting,4,9,5.867617217158152,1035,18,639996,161.04439362803947,8052.2196814019735
4190,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.828437Z,render_jobs,jpg,474b933b-2b4b-426f-965d-61d1349b3709,apple_0789_compositing.1026,finished,lighting_complex,apple_0789,low,node_1,1280x720,compositing,2,5,7.005475983101463,1026,4,972931,135.12203255536284,6756.101627768142
4191,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.926531Z,render_jobs,jpg,4770b27c-a4ed-4e3f-bf8b-a4de8ae14ba3,lidl_0123_compositing.1017,finished,lighting_complex,lidl_0123,final,node_5,3840x2160,compositing,16,8,4.998823501641675,1017,9,497791,102.93523503030832,5146.761751515416
4192,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.685923Z,render_jobs,jpg,47a2baae-573e-4b8f-ad77-c9dc66678fdf,nike_0456_lighting.1016,finished,lighting_easy,nike_0456,low,node_5,1280x720,lighting,2,1,8.571027302275816,1016,11,891382,125.54831781023232,6277.4158905116155
4193,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.906491Z,render_jobs,jpg,47b86621-e583-4b4f-a52b-4c9b5f37ac89,nike_0456_lighting.1019,finished,lighting_easy,nike_0456,medium,node_10,1920x1080,lighting,4,3,4.704766119814039,1019,10,30507,63.76346014934847,3188.1730074674233
4194,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.704447Z,render_jobs,jpg,47bbfc6d-8108-43d4-9732-1ab1ec949761,apple_0789_compositing.1008,idle,lighting_complex,apple_0789,medium,node_3,1920x1080,compositing,4,5,4.365560077841104,1008,6,929029,162.2270917893685,8111.354589468425
4195,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.878714Z,render_jobs,jpg,47cb3b18-7cb3-4247-a280-2ca5e1c47131,apple_0789_animation_playblast.1028,idle,fx_easy,apple_0789,high,node_1,2560x1440,animation_playblast,8,4,7.699150874778921,1028,10,701964,123.96615682646454,6198.307841323227
4196,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.727416Z,render_jobs,jpg,47d22ceb-bbce-4d38-b65c-bd87e90ec74a,lidl_0123_compositing.1033,finished,fx_complex,lidl_0123,low,node_11,1280x720,compositing,2,4,3.688341182,1033,1,528171,111.10023346520909,5555.011673260455
4197,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.691752Z,render_jobs,jpg,47de8af5-3ddb-4293-bacd-29e09aa81575,nike_0456_lighting.1009,finished,lighting_easy,nike_0456,low,node_13,1280x720,lighting,2,6,5.232932282401902,1009,9,677094,115.65149275378849,5782.574637689424
4198,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.733944Z,render_jobs,jpg,47e161b5-334d-47ce-ac95-b3162a7ba6c1,apple_0789_compositing.1002,finished,lighting_complex,apple_0789,medium,node_10,1920x1080,compositing,4,5,9.987678799,1002,19,860984,227.8224631738154,11391.12315869077
4199,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.718927Z,render_jobs,jpg,47e7d73d-8429-4157-ab95-b988ef426f13,apple_0789_compositing.1040,finished,lighting_easy,apple_0789,low,node_6,1280x720,compositing,2,5,7.075946889336006,1040,1,771870,110.89875504176622,5544.937752088311
4200,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.902398Z,render_jobs,jpg,47ea91b1-b184-495e-a6a1-36c83b69d0c9,lidl_0123_animation_playblast.1043,finished,lighting_easy,lidl_0123,final,node_13,3840x2160,animation_playblast,16,7,1.3572221392948922,1043,10,819517,150.49133014617223,7524.566507308611
4201,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.756962Z,render_jobs,jpg,47fa22f4-850b-4d32-b5ca-2eb88a619325,nike_0456_animation_playblast.1045,finished,lighting_easy,nike_0456,final,node_12,3840x2160,animation_playblast,16,3,8.459129491014597,1045,19,550771,226.85997205359982,11342.99860267999
4202,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.873922Z,render_jobs,jpg,4801aefd-4e44-47d9-9918-1fa21f42b9ff,nike_0456_animation_playblast.1050,idle,fx_complex,nike_0456,low,node_10,1280x720,animation_playblast,2,2,4.239264762,1050,7,115953,63.038432128564494,3151.9216064282245
4203,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.791764Z,render_jobs,jpg,481a5a42-4125-422e-ba5d-0fac5c793d6a,apple_0789_lighting.1034,idle,fx_complex,apple_0789,final,node_6,3840x2160,lighting,16,1,9.906734433468774,1034,14,466281,117.17206865023465,5858.6034325117325
4204,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.7821Z,render_jobs,jpg,4832b480-aa5b-47db-914b-63d6e991f456,apple_0789_animation_playblast.1020,idle,fx_complex,apple_0789,medium,node_14,1920x1080,animation_playblast,4,9,8.806436630298311,1020,17,363443,117.25120181829953,5862.560090914977
4205,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.830008Z,render_jobs,jpg,48379a9d-f0ae-46bf-8005-adf3c098d529,apple_0789_animation_playblast.1021,finished,fx_complex,apple_0789,low,node_6,1280x720,animation_playblast,2,2,2.2516295899862873,1021,7,919167,138.25790115833703,6912.895057916851
4206,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.729438Z,render_jobs,jpg,4839f3be-876f-4adc-83b6-fe10460bed6d,apple_0789_animation_playblast.1049,idle,lighting_mid,apple_0789,final,node_10,3840x2160,animation_playblast,16,5,9.864188215,1049,9,841742,212.0224564020445,10601.122820102224
4207,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.630049Z,render_jobs,jpg,483cd14d-3e4e-4695-a01e-0bb1e3aabe0e,lidl_0123_compositing.1032,idle,fx_complex,lidl_0123,high,node_0,2560x1440,compositing,8,2,2.766061592041358,1032,17,284635,128.8571162389382,6442.855812
4208,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.789827Z,render_jobs,jpg,483d1b7e-8b1f-47a9-8e4c-2cf047947bf8,nike_0456_compositing.1043,idle,lighting_easy,nike_0456,low,node_6,1280x720,compositing,2,6,9.237084333379599,1043,19,929986,171.7878636714536,8589.393184
4209,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.881519Z,render_jobs,jpg,4841bd46-45dd-4d10-a241-db668374838f,nike_0456_compositing.1023,idle,lighting_complex,nike_0456,medium,node_8,1920x1080,compositing,4,8,8.318080608017741,1023,5,824978,142.34571916623867,7117.285958311933
4210,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.814987Z,render_jobs,jpg,4846ddbf-42bb-43f6-b9c2-cc7683479560,nike_0456_compositing.1018,idle,lighting_mid,nike_0456,high,node_9,2560x1440,compositing,8,6,9.022763543811822,1018,15,498262,151.10200839198222,7555.100419599111
4211,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.826152Z,render_jobs,jpg,484c65e1-6765-4e30-89d6-428478f03da3,nike_0456_lighting.1039,idle,lighting_mid,nike_0456,low,node_10,1280x720,lighting,2,7,5.408351880747201,1039,14,355964,131.49913134800752,6574.956567400376
4212,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.686342Z,render_jobs,jpg,48584695-d0b0-47b2-8537-70e2594019d2,lidl_0123_lighting.1043,finished,lighting_easy,lidl_0123,medium,node_5,1920x1080,lighting,4,1,9.066445500892673,1043,12,188589,58.51613415814352,2925.806707907176
4213,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.651604Z,render_jobs,jpg,487d4e67-886d-484f-8567-29f19c00637c,lidl_0123_compositing.1019,idle,fx_easy,lidl_0123,high,node_14,2560x1440,compositing,8,6,6.5303853327257135,1019,12,634122,139.94656714144037,6997.328357072019
4214,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.740769Z,render_jobs,jpg,48a117bf-4072-47b5-9023-5e70764578b3,apple_0789_animation_playblast.1043,idle,lighting_complex,apple_0789,high,node_12,2560x1440,animation_playblast,8,7,3.3490855808496223,1043,9,428767,159.58755378408702,7979.377689204351
4215,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.626075Z,render_jobs,jpg,48b8df52-7865-44c6-9b40-ebb4b23558d0,lidl_0123_compositing.1029,idle,lighting_complex,lidl_0123,low,node_9,1280x720,compositing,2,5,2.3198943488195334,1029,15,769640,180.4092740397287,9020.463701986435
4216,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.795352Z,render_jobs,jpg,48bcc80b-6eca-4f5d-991a-453fbb3b1369,apple_0789_animation_playblast.1048,finished,lighting_complex,apple_0789,final,node_8,3840x2160,animation_playblast,16,6,6.400327390876525,1048,3,744831,139.84100798048468,6992.050399024234
4217,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.642433Z,render_jobs,jpg,48c09b62-53ab-4a0c-a706-14189aeafcb3,nike_0456_animation_playblast.1039,error,lighting_mid,nike_0456,low,node_5,1280x720,animation_playblast,2,10,6.7400523311655975,1039,13,200716,68.84484285,3442.242142
4218,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.904725Z,render_jobs,jpg,48dcf593-71a2-4766-983e-71ad752442dd,lidl_0123_animation_playblast.1007,error,lighting_easy,lidl_0123,final,node_7,3840x2160,animation_playblast,16,6,4.537325534194705,1007,7,859584,159.0840045067605,7954.200225338025
4219,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.785641Z,render_jobs,jpg,48e03443-03e9-4fc8-af15-2ed65b4a3d89,lidl_0123_lighting.1003,finished,lighting_mid,lidl_0123,high,node_1,2560x1440,lighting,8,2,4.1797082639052645,1003,20,217243,90.29743726476995,4514.871863238498
4220,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.754163Z,render_jobs,jpg,4901d3c0-bd47-468d-8131-63e290ba26c7,lidl_0123_compositing.1024,idle,lighting_easy,lidl_0123,medium,node_0,1920x1080,compositing,4,7,7.914019196781464,1024,10,706045,174.39271955821155,8719.635977910577
4221,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.908253Z,render_jobs,jpg,491b30d0-efc3-4f9e-896d-d59c31871592,lidl_0123_animation_playblast.1019,finished,fx_complex,lidl_0123,final,node_9,3840x2160,animation_playblast,16,2,8.035082538,1019,13,262538,116.79624565946226,5839.812282973113
4222,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.775883Z,render_jobs,jpg,4933a90a-2612-4a07-bf59-1d63817f00a5,nike_0456_animation_playblast.1011,idle,lighting_mid,nike_0456,low,node_2,1280x720,animation_playblast,2,5,3.935850420488397,1011,17,651930,146.41869352245976,7320.934676122988
4223,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.822244Z,render_jobs,jpg,4933eea7-5d8c-4577-955c-d9c996bdd27d,apple_0789_animation_playblast.1041,idle,fx_easy,apple_0789,high,node_14,2560x1440,animation_playblast,8,6,1.3822401918140108,1041,6,771858,142.17441320750902,7108.720660375451
4224,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.720953Z,render_jobs,jpg,4959089d-d62b-414f-bed7-ff670eda193b,nike_0456_animation_playblast.1029,finished,lighting_easy,nike_0456,low,node_6,1280x720,animation_playblast,2,3,9.939945336,1029,5,592222,97.10394467941244,4855.197233970622
